agency_name,county_total,murder,rape,robbery,assault,burglary,larceny,auto_theft,total,population,months,year,county
FLOWER MOUND PD,NA,0,12,5,20,63,513,31,644,78167,12,2022,Denton
TROPHY CLUB PD,NA,0,2,0,4,4,66,9,85,13794,12,2022,Denton
NORTHLAKE PD,NA,0,0,1,6,7,76,19,109,8513,12,2022,Denton
UNIV OF NORTH TEXAS PD,NA,0,4,1,3,14,163,14,199,0,12,2022,Denton
DENTON CO SO,NA,1,13,1,40,61,268,54,438,174090,12,2022,Denton
CORINTH PD,NA,0,5,1,14,9,147,22,198,22719,12,2022,Denton
HICKORY CREEK PD,NA,0,2,0,3,5,79,9,98,5786,12,2022,Denton
PONDER PD,NA,0,2,0,2,0,8,0,12,2417,12,2022,Denton
DEWITT CO SO,NA,0,2,1,13,25,38,5,84,7990,12,2022,DeWitt
CUERO PD,NA,1,0,2,51,14,91,9,168,8271,12,2022,DeWitt
DONLEY CO SO,NA,0,0,1,11,6,9,4,31,3287,12,2022,Donley
FREER PD,NA,0,0,0,7,6,2,2,17,2454,12,2022,Duval
DUVAL CO SO,NA,0,4,1,27,24,42,24,122,4326,12,2022,Duval
CISCO PD,NA,0,3,0,4,21,29,5,62,3902,12,2022,Eastland
RANGER PD,NA,0,2,0,1,7,15,4,29,2287,12,2022,Eastland
CISCO COLLEGE PD,NA,0,0,0,3,1,1,0,5,0,12,2022,Eastland
EASTLAND CO SO,NA,0,1,0,9,12,23,6,51,6496,12,2022,Eastland
EASTLAND PD,NA,0,1,0,2,5,40,3,51,3630,12,2022,Eastland
UNIV OF TX: PERMIAN BASIN PD,NA,0,1,0,0,2,11,0,14,0,12,2022,Ector
ECTOR CO HOSPITAL DISTRICT,NA,0,0,0,0,2,12,0,14,0,12,2022,Ector
ECTOR CO ISD PD,NA,0,0,2,19,4,26,1,52,0,12,2022,Ector
ODESSA COLLEGE PD,NA,0,0,0,0,3,5,0,8,0,12,2022,Ector
ECTOR CO SO,NA,4,4,5,83,38,88,128,350,51383,12,2022,Ector
ODESSA PD,NA,8,65,64,434,356,1628,292,2847,110163,12,2022,Ector
EDWARDS CO SO,NA,1,0,1,3,7,10,3,25,1471,12,2022,Edwards
MILFORD PD,NA,0,2,0,2,2,2,1,9,736,12,2022,Ellis
ITALY PD,NA,0,0,0,3,9,13,3,28,2038,12,2022,Ellis
RED OAK PD,NA,0,9,6,24,22,137,46,244,16396,12,2022,Ellis
ALMA PD,NA,0,0,0,0,0,0,0,0,407,12,2022,Ellis
ELLIS CO SO,NA,2,26,2,56,79,256,48,469,68948,12,2022,Ellis
ENNIS PD,NA,0,3,1,22,49,352,48,475,22254,12,2022,Ellis
MIDLOTHIAN PD,NA,2,9,2,28,29,299,54,423,38587,12,2022,Ellis
WAXAHACHIE PD,NA,0,24,8,81,55,625,59,852,45422,12,2022,Ellis
PALMER PD,NA,0,0,0,6,10,6,9,31,2510,12,2022,Ellis
MAYPEARL PD,NA,0,0,0,2,1,2,0,5,945,12,2022,Ellis
FERRIS PD,NA,0,0,1,5,7,29,5,47,2893,12,2022,Ellis
ANTHONY PD,NA,0,2,3,4,0,30,10,49,3662,12,2022,El Paso
SOCORRO PD,NA,3,22,9,51,42,182,57,366,37952,12,2022,El Paso
HORIZON CITY PD,NA,0,4,1,28,24,142,32,231,23726,12,2022,El Paso
EL PASO PD,NA,22,288,267,1541,969,6954,1408,11449,678232,12,2022,El Paso
EL PASO ISD PD,NA,0,4,2,11,14,63,1,95,0,12,2022,El Paso
SAN ELIZARIO MARSHAL'S OFFICE,NA,0,0,1,3,6,19,5,34,10080,12,2022,El Paso
SOCORRO ISD PD,NA,0,5,1,18,2,16,2,44,0,12,2022,El Paso
UNIV OF TX: EL PASO PD,NA,0,0,0,6,3,91,3,103,0,12,2022,El Paso
EL PASO COMM COLLEGE PD,NA,0,0,0,0,0,9,0,9,0,12,2022,El Paso
EL PASO CO SO,NA,10,42,31,276,135,642,192,1328,120450,12,2022,El Paso
STEPHENVILLE PD,NA,0,26,2,21,36,189,14,288,21505,12,2022,Erath
DUBLIN PD,NA,1,0,0,1,13,2,2,19,3469,12,2022,Erath
TARLETON STATE UNIV PD,NA,0,5,0,1,0,45,3,54,0,12,2022,Erath
ERATH CO SO,NA,1,2,0,6,16,46,5,76,19341,12,2022,Erath
MARLIN ISD PD,NA,0,1,0,0,0,0,0,1,0,12,2022,Falls
FALLS CO SO,NA,0,1,0,2,84,1,7,95,10088,11,2022,Falls
MARLIN PD,NA,0,1,1,12,34,12,10,70,5631,12,2022,Falls
HONEY GROVE PD,NA,0,2,0,6,0,10,0,18,1789,12,2022,Fannin
FANNIN CO SO,NA,0,2,0,37,31,116,18,204,21446,12,2022,Fannin
LEONARD PD,NA,0,0,0,1,2,3,1,7,2085,12,2022,Fannin
SAVOY PD,NA,0,3,0,2,0,1,0,6,747,11,2022,Fannin
SCHULENBURG PD,NA,0,1,0,12,5,31,5,54,2742,12,2022,Fayette
FAYETTE CO SO,NA,0,9,1,7,29,60,12,118,16529,12,2022,Fayette
LA GRANGE PD,NA,0,3,0,14,17,78,5,117,4455,12,2022,Fayette
FLATONIA PD,NA,1,0,0,4,3,2,3,13,1348,12,2022,Fayette
FISHER CO SO,NA,1,3,1,12,17,16,3,53,3757,12,2022,Fisher
LOCKNEY PD,NA,0,0,0,3,3,1,1,8,1474,12,2022,Floyd
FLOYDADA PD,NA,0,1,1,10,7,14,9,42,2638,12,2022,Floyd
FLOYD CO SO,NA,0,2,0,2,13,9,3,29,1242,12,2022,Floyd
FULSHEAR PD,NA,0,1,0,3,8,78,13,103,18058,12,2022,Fort Bend
RICHMOND PD,NA,0,8,12,20,38,233,16,327,12936,12,2022,Fort Bend
SUGAR LAND PD,NA,0,12,33,52,134,1484,115,1830,107989,12,2022,Fort Bend
STAFFORD PD,NA,2,11,19,56,44,740,97,969,17110,12,2022,Fort Bend
NEEDVILLE PD,NA,0,0,0,4,2,25,3,34,3040,12,2022,Fort Bend
ARCOLA PD,NA,0,2,3,5,7,12,5,34,2260,12,2022,Fort Bend
LAMAR CONSOLIDATED ISD PD,NA,0,1,0,7,3,11,0,22,0,12,2022,Fort Bend
FORT BEND CO SO,NA,10,121,129,685,815,4328,433,6521,564087,12,2022,Fort Bend
MISSOURI CITY PD,NA,3,17,23,76,141,679,75,1014,75323,12,2022,Fort Bend
MEADOWS PLACE PD,NA,0,1,3,1,4,108,31,148,4591,12,2022,Fort Bend
ROSENBERG PD,NA,1,18,20,75,83,546,66,809,40472,12,2022,Fort Bend
FORT BEND ISD PD,NA,0,15,5,34,8,119,1,182,0,12,2022,Fort Bend
FRANKLIN CO SO,NA,0,1,1,10,10,24,2,48,7326,12,2022,Franklin
MOUNT VERNON PD,NA,0,5,0,4,104,15,3,131,2500,12,2022,Franklin
WORTHAM PD,NA,0,0,2,5,9,4,4,24,1015,12,2022,Freestone
FAIRFIELD PD,NA,0,1,1,15,192,27,6,242,2939,12,2022,Freestone
FREESTONE CO SO,NA,0,5,0,14,27,44,10,100,12779,12,2022,Freestone
TEAGUE PD,NA,1,1,1,3,15,20,7,48,3497,12,2022,Freestone
DILLEY PD,NA,0,0,1,2,9,3,5,20,3318,12,2022,Frio
PEARSALL PD,NA,0,1,1,32,42,50,17,143,7661,12,2022,Frio
GAINES CO SO,NA,0,0,1,6,15,47,10,79,12960,12,2022,Gaines
SEMINOLE PD,NA,0,0,3,16,9,46,8,82,7066,12,2022,Gaines
SANTA FE ISD PD,NA,0,1,0,0,0,6,0,7,0,12,2022,Galveston
DICKINSON PD,NA,4,12,12,30,57,248,50,413,21936,12,2022,Galveston
TEXAS CITY PD,NA,7,38,24,87,173,1022,109,1460,56311,12,2022,Galveston
SANTA FE PD,NA,0,9,4,8,30,73,17,141,12802,12,2022,Galveston
LEAGUE CITY PD,NA,2,36,13,75,186,1179,128,1619,116511,12,2022,Galveston
LA MARQUE PD,NA,5,22,5,51,122,513,59,777,19068,12,2022,Galveston
KEMAH PD,NA,0,2,2,4,8,61,7,84,1794,12,2022,Galveston
UNIV OF TX: MEDICAL BRANCH PD,NA,0,0,0,1,1,80,2,84,0,12,2022,Galveston
GALVESTON CO SO,NA,5,36,7,96,134,388,93,759,41305,12,2022,Galveston
GALVESTON PD,NA,4,64,38,140,202,1138,209,1795,52920,12,2022,Galveston
JAMAICA BEACH PD,NA,0,1,0,1,0,5,0,7,1065,12,2022,Galveston
HITCHCOCK PD,NA,0,8,2,15,29,99,22,175,7502,12,2022,Galveston
FRIENDSWOOD PD,NA,1,15,6,12,33,174,26,267,40851,12,2022,Galveston
GARZA CO SO,NA,0,3,0,6,13,23,0,45,5969,12,2022,Garza
FREDERICKSBURG PD,NA,0,7,0,11,13,95,4,130,11348,12,2022,Gillespie
GILLESPIE CO SO,NA,0,10,0,4,11,21,2,48,16693,12,2022,Gillespie
GLASSCOCK CO SO,NA,0,0,0,0,15,24,3,42,1192,12,2022,Glasscock
GOLIAD CO SO,NA,0,5,0,10,25,55,7,102,7369,12,2022,Goliad
WAELDER PD,NA,0,0,0,0,1,1,0,2,943,4,2022,Gonzales
GONZALES PD,NA,1,7,1,96,32,74,17,228,7089,12,2022,Gonzales
GONZALES ISD PD,NA,0,0,0,0,0,0,0,0,0,12,2022,Gonzales
GONZALES CO SO,NA,1,4,1,34,43,61,14,158,9363,12,2022,Gonzales
GRAY CO SO,NA,0,1,1,5,9,15,5,36,4664,12,2022,Gray
PAMPA PD,NA,0,9,4,56,77,291,17,454,16343,12,2022,Gray
HOWE PD,NA,0,3,0,4,7,11,5,30,3659,12,2022,Grayson
TOM BEAN PD,NA,0,0,0,0,0,0,0,0,934,12,2022,Grayson
WHITESBORO ISD PD,NA,0,0,0,1,0,1,0,2,0,12,2022,Grayson
DENISON PD,NA,0,12,1,59,60,201,62,395,25828,12,2022,Grayson
VAN ALSTYNE PD,NA,0,5,0,8,4,24,3,44,6023,12,2022,Grayson
GRAYSON CO SO,NA,5,25,2,41,131,265,39,508,44164,12,2022,Grayson
TIOGA PD,NA,0,1,0,0,0,0,0,1,1220,12,2022,Grayson
WHITEWRIGHT PD,NA,0,0,0,0,1,0,0,1,1774,3,2022,Grayson
BELLS PD,NA,0,0,0,1,1,0,1,3,1557,12,2022,Grayson
COLLINSVILLE PD,NA,0,0,0,4,0,0,0,4,1993,12,2022,Grayson
GUNTER PD,NA,0,0,0,0,5,6,0,11,2449,12,2022,Grayson
SHERMAN PD,NA,3,25,15,118,272,496,98,1027,45881,12,2022,Grayson
LONGVIEW PD,NA,13,56,71,222,477,1659,214,2712,81811,12,2022,Gregg
GREGG CO SO,NA,1,9,2,66,76,113,54,321,24584,12,2022,Gregg
KILGORE PD,NA,1,12,2,39,61,192,32,339,13419,12,2022,Gregg
GLADEWATER PD,NA,0,0,1,6,9,50,6,72,6174,12,2022,Gregg
WHITE OAK PD,NA,0,10,1,5,10,41,7,74,6147,12,2022,Gregg
KILGORE COLLEGE PD,NA,0,0,0,0,0,3,0,3,0,12,2022,Gregg
LAKEPORT PD,NA,0,0,0,0,0,0,2,2,970,12,2022,Gregg
NAVASOTA PD,NA,1,4,3,52,51,133,18,262,8459,12,2022,Grimes
GRIMES CO SO,NA,0,17,1,44,95,70,22,249,22788,12,2022,Grimes
TODD MISSION PD,NA,0,0,0,0,0,2,0,2,126,12,2022,Grimes
SEGUIN PD,NA,3,11,17,104,80,528,68,811,32452,12,2022,Guadalupe
MARION PD,NA,0,0,0,0,3,2,1,6,1045,10,2022,Guadalupe
CIBOLO PD,NA,0,13,3,28,108,352,39,543,34159,12,2022,Guadalupe
SCHERTZ PD,NA,0,8,10,44,64,345,93,564,43162,12,2022,Guadalupe
PETERSBURG PD,NA,0,0,0,1,1,0,1,3,972,12,2022,Hale
PLAINVIEW PD,NA,0,7,5,60,85,285,43,485,19554,12,2022,Hale
ABERNATHY PD,NA,0,0,0,5,8,0,4,17,2783,12,2022,Hale
MEMPHIS PD,NA,0,0,0,1,3,2,1,7,2086,12,2022,Hall
HALL CO SO,NA,0,0,0,3,4,2,2,11,695,12,2022,Hall
HAMILTON CO SO,NA,0,0,0,4,5,5,0,14,4057,12,2022,Hamilton
HAMILTON PD,NA,0,2,0,7,11,19,1,40,2860,12,2022,Hamilton
HANSFORD CO SO,NA,0,0,0,0,3,7,2,12,2061,12,2022,Hansford
HARDEMAN CO SO,NA,0,1,0,3,8,9,0,21,3015,12,2022,Hardeman
SOUR LAKE PD,NA,0,0,0,0,2,20,2,24,1807,12,2022,Hardin
LUMBERTON PD,NA,1,9,0,7,14,96,9,136,14004,12,2022,Hardin
HARDIN CO SO,NA,3,19,2,29,65,136,37,291,33011,12,2022,Hardin
SILSBEE PD,NA,0,5,0,15,7,57,5,89,6831,12,2022,Hardin
KOUNTZE PD,NA,0,0,0,1,4,8,6,19,2371,12,2022,Hardin
WEST HARDIN CISD PD,NA,0,0,0,0,0,0,0,0,0,8,2022,Hardin
SPRING VALLEY VILLAGE PD,NA,0,0,1,2,2,72,8,85,4209,12,2022,Harris
KATY ISD PD,NA,0,0,2,60,3,210,0,275,0,12,2022,Harris
SOUTH HOUSTON PD,NA,3,8,32,54,80,297,123,597,15613,12,2022,Harris
SPRING ISD PD,NA,0,1,2,5,1,26,0,35,0,12,2022,Harris
LAKEVIEW PD,NA,0,0,0,4,10,30,7,51,6490,12,2022,Harris
UNIV OF TX: HOUSTON  PD,NA,0,1,4,1,20,233,12,271,0,12,2022,Harris
SOUTHSIDE PLACE PD,NA,0,0,0,0,1,38,7,46,1820,12,2022,Harris
HOUSTON COMM COLLEGE PD,NA,0,0,0,0,11,63,5,79,0,12,2022,Harris
LONE STAR COLLEGE PD,NA,0,0,0,1,10,49,4,64,0,12,2022,Harris
GALENA PARK PD,NA,0,5,4,23,23,82,31,168,10240,12,2022,Harris
SAN JACINTO COLLEGE PD,NA,0,1,0,2,1,44,3,51,0,12,2022,Harris
KLEIN ISD PD,NA,0,13,6,9,3,139,6,176,0,12,2022,Harris
WEST UNIVERSITY PLACE PD,NA,0,1,3,3,21,94,29,151,14524,12,2022,Harris
HUMBLE ISD PD,NA,0,1,1,3,1,48,5,59,0,12,2022,Harris
ALDINE ISD PD,NA,0,2,4,28,8,148,12,202,0,12,2022,Harris
PASADENA PD,NA,11,114,126,663,593,2855,637,4999,145954,12,2022,Harris
SEABROOK PD,NA,0,13,6,12,28,141,19,219,13544,12,2022,Harris
HOUSTON METRO TRANSIT PD,NA,0,1,1,6,1,95,7,111,0,12,2022,Harris
MEMORIAL VILLAGES PD,NA,0,0,2,2,9,69,4,86,10987,12,2022,Harris
UNIV OF ST. THOMAS PD,NA,0,0,0,0,2,19,2,23,0,12,2022,Harris
PORT OF HOUSTON AUTH PD,NA,0,0,0,0,0,9,2,11,0,12,2022,Harris
JACINTO CITY PD,NA,0,0,2,5,17,278,39,341,9190,12,2022,Harris
LA PORTE PD,NA,1,7,6,70,89,375,61,609,36646,12,2022,Harris
RICE UNIV PD,NA,0,1,0,0,6,109,16,132,0,12,2022,Harris
UNIV OF HOUSTON PD,NA,0,10,8,4,31,339,14,406,0,12,2022,Harris
PASADENA ISD PD,NA,0,0,0,3,7,65,6,81,0,12,2022,Harris
HOUSTON ISD PD,NA,0,45,9,40,54,277,21,446,0,12,2022,Harris
SPRING BRANCH ISD PD,NA,0,0,0,2,1,33,0,36,0,12,2022,Harris
HEDWIG VILLAGE PD,NA,0,0,6,1,8,114,5,134,2295,12,2022,Harris
HOUSTON PD,NA,433,1135,6955,17459,14939,72021,17344,130286,2276533,12,2022,Harris
WEBSTER PD,NA,0,7,13,37,125,753,124,1059,11952,12,2022,Harris
HUMBLE PD,NA,2,37,44,96,146,1387,205,1917,16085,12,2022,Harris
BAYTOWN PD,NA,2,58,68,231,435,2224,512,3530,81477,12,2022,Harris
KATY PD,NA,0,13,15,28,57,708,74,895,25511,12,2022,Harris
NASSAU BAY PD,NA,0,3,0,4,20,73,6,106,5105,12,2022,Harris
JERSEY VILLAGE PD,NA,1,2,6,19,49,170,89,336,7575,12,2022,Harris
ALIEF ISD PD,NA,0,0,0,1,9,32,14,56,0,12,2022,Harris
DEER PARK PD,NA,0,10,3,24,62,409,41,549,33022,12,2022,Harris
TOMBALL PD,NA,1,15,9,43,17,276,42,403,13322,12,2022,Harris
BELLAIRE PD,NA,0,4,16,7,47,259,57,390,16783,12,2022,Harris
UNIV OF HOUSTON: CLEAR LAKE PD,NA,0,0,0,0,0,18,0,18,0,12,2022,Harris
HARRIS CO SO,NA,144,1062,1713,6250,6818,36469,7395,59851,2029908,12,2022,Harris
HARRISON CO SO,NA,4,17,2,44,145,210,69,491,40187,12,2022,Harrison
MARSHALL PD,NA,3,13,11,68,133,249,31,508,22628,12,2022,Harrison
HALLSVILLE PD,NA,0,0,1,4,12,6,3,26,4707,12,2022,Harrison
HALLSVILLE ISD PD,NA,0,0,0,0,0,0,0,0,0,12,2022,Harrison
HARTLEY CO SO,NA,0,0,0,2,0,4,0,6,2620,12,2022,Hartley
HASKELL CO SO,NA,0,0,0,2,2,9,7,20,2359,12,2022,Haskell
HASKELL PD,NA,0,0,0,3,2,12,7,24,3033,12,2022,Haskell
HAYS CO SO,NA,4,56,12,121,174,602,115,1084,124944,12,2022,Hays
SAN MARCOS PD,NA,0,105,47,292,211,1374,220,2249,69470,12,2022,Hays
TX STATE UNIV: SAN MARCOS PD,NA,0,12,2,6,6,44,3,73,0,12,2022,Hays
KYLE PD,NA,2,16,13,105,61,608,76,881,57724,12,2022,Hays
BUDA PD,NA,0,2,3,28,28,279,46,386,16000,12,2022,Hays
HEMPHILL CO SO,NA,0,1,0,5,20,9,0,35,3196,12,2022,Hemphill
MALAKOFF ISD PD,NA,0,0,0,0,0,0,0,0,0,12,2022,Henderson
TOOL PD,NA,0,0,0,3,4,14,3,24,2243,12,2022,Henderson
GUN BARREL CITY PD,NA,0,1,1,8,9,33,10,62,6551,12,2022,Henderson
BROWNSBORO PD,NA,0,0,0,0,0,0,0,0,1242,11,2022,Henderson
TRINITY VALLEY COMM. COLLEGE PD,NA,0,1,0,2,3,7,0,13,0,12,2022,Henderson
HENDERSON CO SO,NA,7,36,3,115,181,263,106,711,53275,12,2022,Henderson
LOG CABIN PD,NA,0,0,0,0,0,2,0,2,820,12,2022,Henderson
COFFEE CITY PD,NA,0,0,0,3,1,0,3,7,246,12,2022,Henderson
PAYNE SPRINGS PD,NA,0,0,0,0,0,0,0,0,755,12,2022,Henderson
SEVEN POINTS PD,NA,1,1,0,7,6,21,7,43,1430,12,2022,Henderson
ATHENS PD,NA,0,7,2,34,36,160,29,268,12986,12,2022,Henderson
CHANDLER PD,NA,0,1,0,1,4,16,1,23,3529,12,2022,Henderson
BROWNSBORO ISD PD,NA,0,0,0,2,1,1,0,4,0,12,2022,Henderson
LA JOYA PD,NA,0,5,0,17,8,15,0,45,4666,12,2022,Hidalgo
PALMHURST PD,NA,0,1,1,4,4,172,1,183,2600,12,2022,Hidalgo
ALTON PD,NA,0,1,6,88,32,157,21,305,19391,12,2022,Hidalgo
WESLACO PD,NA,1,25,26,95,126,1088,33,1394,41478,12,2022,Hidalgo
UNIV OF TX: RIO GRANDE VALLEY PD,NA,0,2,0,1,2,55,1,61,0,12,2022,Hidalgo
SULLIVAN CITY PD,NA,0,0,1,10,12,26,2,51,3896,12,2022,Hidalgo
PHARR PD,NA,0,55,27,126,163,934,111,1416,79558,12,2022,Hidalgo
HIDALGO CO CONSTABLE PCT: 1,NA,0,0,0,1,0,0,0,1,0,12,2022,Hidalgo
MCALLEN PD,NA,5,58,42,180,159,2618,63,3125,145510,12,2022,Hidalgo
MISSION PD,NA,1,74,30,189,160,1174,117,1745,86577,12,2022,Hidalgo
HIDALGO PD,NA,1,4,3,2,16,163,20,209,14468,12,2022,Hidalgo
ELSA PD,NA,1,2,2,24,45,198,8,280,5683,12,2022,Hidalgo
EDINBURG PD,NA,3,68,59,223,229,2008,86,2676,104987,12,2022,Hidalgo
PALMVIEW PD,NA,0,5,7,58,70,144,13,297,15919,12,2022,Hidalgo
MERCEDES PD,NA,0,11,7,111,46,388,40,603,16365,12,2022,Hidalgo
ALAMO PD,NA,1,20,14,81,153,638,48,955,20383,12,2022,Hidalgo
EDINBURG CISD PD,NA,0,2,0,0,0,9,0,11,0,12,2022,Hidalgo
DONNA PD,NA,2,10,6,174,54,346,46,638,16842,12,2022,Hidalgo
LA VILLA PD,NA,0,2,0,4,4,20,1,31,2782,6,2022,Hidalgo
MCALLEN ISD PD,NA,0,0,0,4,0,43,1,48,0,12,2022,Hidalgo
SAN JUAN PD,NA,0,11,14,71,79,560,52,787,35806,12,2022,Hidalgo
HIDALGO CO SO,NA,14,100,100,353,559,1887,397,3410,262967,12,2022,Hidalgo
PENITAS PD,NA,0,2,1,3,5,25,2,38,6348,12,2022,Hidalgo
ITASCA PD,NA,0,1,1,1,0,0,0,3,1682,12,2022,Hill
HILLSBORO PD,NA,0,0,3,14,11,123,16,167,8407,12,2022,Hill
HILL CO SO,NA,1,25,2,26,58,159,36,307,23637,12,2022,Hill
WHITNEY PD,NA,0,1,0,2,6,9,0,18,2066,11,2022,Hill
LEVELLAND PD,NA,0,5,5,124,80,174,24,412,12579,12,2022,Hockley
SOUTH PLAINS COLLEGE PD,NA,0,0,0,3,0,3,0,6,0,12,2022,Hockley
HOCKLEY CO SO,NA,0,1,1,18,34,72,19,145,8785,12,2022,Hockley
GRANBURY PD,NA,3,3,2,7,37,389,8,449,12132,12,2022,Hood
HOOD CO SO,NA,2,7,4,33,67,196,50,359,53803,12,2022,Hood
SULPHUR SPRINGS PD,NA,0,8,4,18,16,81,8,135,16128,12,2022,Hopkins
HOPKINS CO SO,NA,0,3,0,24,13,12,15,67,21022,12,2022,Hopkins
GRAPELAND PD,NA,0,1,0,1,1,3,0,6,1504,12,2022,Houston
HOUSTON CO SO,NA,0,5,0,8,28,57,11,109,14618,12,2022,Houston
CROCKETT PD,NA,0,6,7,15,31,154,21,234,6428,12,2022,Houston
HOWARD CO SO,NA,0,1,1,34,51,189,28,304,8419,12,2022,Howard
BIG SPRING PD,NA,5,15,15,137,118,375,47,712,25254,12,2022,Howard
HUDSPETH CO SO,NA,0,0,0,0,1,0,1,2,3401,12,2022,Hudspeth
CADDO MILLS PD,NA,0,2,2,4,9,9,3,29,3568,12,2022,Hunt
HUNT CO SO,NA,0,17,5,318,113,302,111,866,56037,12,2022,Hunt
TX A&M UNIV: COMMERCE PD,NA,0,1,0,2,2,27,1,33,0,12,2022,Hunt
COMMERCE PD,NA,0,5,0,30,25,124,19,203,8876,12,2022,Hunt
GREENVILLE PD,NA,2,19,14,58,74,351,43,561,30890,12,2022,Hunt
HUTCHINSON CO SO,NA,0,2,0,14,22,25,6,69,6569,12,2022,Hutchinson
BORGER PD,NA,0,13,1,39,97,93,23,266,12366,12,2022,Hutchinson
STINNETT PD,NA,0,0,0,0,0,0,0,0,1639,5,2022,Hutchinson
IRION CO SO,NA,1,0,0,4,2,6,2,15,1593,12,2022,Irion
JACKSBORO PD,NA,0,2,0,5,6,19,1,33,4292,12,2022,Jack
JACK CO SO,NA,0,1,0,3,4,10,3,21,4700,12,2022,Jack
GANADO PD,NA,0,0,0,1,3,6,5,15,1998,12,2022,Jackson
EDNA PD,NA,0,3,1,21,7,18,8,58,5976,12,2022,Jackson
JACKSON CO SO,NA,2,1,0,7,6,32,21,69,7361,12,2022,Jackson
JASPER CO SO,NA,0,6,4,21,38,146,14,229,23553,12,2022,Jasper
JASPER PD,NA,1,0,8,27,43,229,12,320,7706,12,2022,Jasper
JEFF DAVIS CO SO,NA,0,0,0,1,1,2,2,6,1932,12,2022,Jeff Davis
PORT ARTHUR PD,NA,8,40,48,321,273,619,115,1424,55899,12,2022,Jefferson
NEDERLAND PD,NA,0,5,3,25,28,221,32,314,18034,12,2022,Jefferson
BEAUMONT PD,NA,18,105,257,818,971,2973,361,5503,110898,12,2022,Jefferson
JEFFERSON CO SO,NA,1,9,4,59,65,265,44,447,38230,12,2022,Jefferson
PORT NECHES PD,NA,1,5,0,32,24,81,24,167,13293,12,2022,Jefferson
LAMAR UNIV PD,NA,0,6,0,1,7,39,1,54,0,12,2022,Jefferson
GROVES PD,NA,1,6,5,42,43,128,22,247,16682,12,2022,Jefferson
JIM HOGG CO SO,NA,0,0,1,6,19,14,6,46,4792,12,2022,Jim Hogg
ALICE PD,NA,5,11,5,154,145,474,49,843,17727,12,2022,Jim Wells
JIM WELLS CO SO,NA,1,14,0,66,86,105,30,302,17007,12,2022,Jim Wells
CLEBURNE PD,NA,2,22,4,32,61,265,19,405,32728,12,2022,Johnson
GODLEY PD,NA,0,1,0,5,3,17,4,30,2245,12,2022,Johnson
JOHNSON CO SO,NA,4,38,3,104,140,387,89,765,83123,12,2022,Johnson
VENUS ISD PD,NA,0,1,0,1,0,3,0,5,0,12,2022,Johnson
ALVARADO PD,NA,0,5,2,24,3,59,13,106,5504,12,2022,Johnson
KEENE PD,NA,1,8,1,9,15,42,4,80,6355,12,2022,Johnson
VENUS PD,NA,0,2,0,6,1,22,4,35,7843,12,2022,Johnson
JOSHUA PD,NA,0,6,3,14,12,53,7,95,8256,12,2022,Johnson
BURLESON PD,NA,1,37,7,91,53,554,52,795,55356,12,2022,Johnson
STAMFORD PD,NA,0,1,0,2,9,17,7,36,3005,12,2022,Jones
HAWLEY PD,NA,0,0,0,0,0,0,0,0,575,12,2022,Jones
JONES CO SO,NA,0,2,0,8,12,24,6,52,7059,12,2022,Jones
HAMLIN PD,NA,0,1,0,2,2,8,1,14,1899,12,2022,Jones
KARNES CITY PD,NA,0,2,0,3,9,19,5,38,3271,12,2022,Karnes
KENEDY PD,NA,0,2,4,7,30,53,6,102,3589,12,2022,Karnes
KARNES CO SO,NA,0,0,0,5,32,37,13,87,8016,12,2022,Karnes
SOUTHWESTERN CHRISTIAN COLLEGE PD,NA,0,0,0,0,0,0,1,1,0,10,2022,Kaufman
CRANDALL PD,NA,0,5,6,21,37,86,16,171,4671,12,2022,Kaufman
KAUFMAN CO CONSTABLE: PCT 2,NA,0,0,5,27,63,143,34,272,0,12,2022,Kaufman
KAUFMAN CO SO,NA,1,29,8,87,130,341,91,687,104430,12,2022,Kaufman
KAUFMAN PD,NA,0,1,3,20,6,57,7,94,7829,12,2022,Kaufman
KEMP PD,NA,0,3,0,3,7,17,3,33,1237,12,2022,Kaufman
TERRELL ISD PD,NA,0,0,0,2,1,5,0,8,0,12,2022,Kaufman
FORNEY PD,NA,0,5,3,54,32,283,43,420,31105,12,2022,Kaufman
CITY OF OAK RIDGE PD,NA,0,0,0,0,5,1,0,6,979,12,2022,Kaufman
TERRELL PD,NA,0,4,4,44,69,392,74,587,19670,12,2022,Kaufman
KENDALL CO SO,NA,0,2,1,8,22,71,15,119,26419,12,2022,Kendall
BOERNE PD,NA,0,6,1,15,89,177,44,332,20488,12,2022,Kendall
KENEDY CO SO,NA,0,1,0,0,0,0,2,3,336,12,2022,Kenedy
CENTER POINT ISD PD,NA,0,0,0,0,0,0,0,0,0,12,2022,Kerr
INGRAM PD,NA,0,1,0,3,17,22,1,44,1834,12,2022,Kerr
KERRVILLE PD,NA,0,9,3,33,25,178,22,270,24696,12,2022,Kerr
KERR CO SO,NA,1,14,2,23,57,90,18,205,27442,12,2022,Kerr
KIMBLE CO SO,NA,0,0,0,1,1,0,2,4,1933,12,2022,Kimble
JUNCTION PD,NA,0,0,0,1,3,2,1,7,2536,12,2022,Kimble
KINGSVILLE PD,NA,0,15,10,48,145,535,48,801,24802,12,2022,Kleberg
KLEBERG CO SO,NA,0,1,0,9,12,14,3,39,5695,12,2022,Kleberg
KNOX CITY PD,NA,0,1,0,3,12,7,0,23,1047,12,2022,Knox
